embedding_id,asset_ref_title,visual_caption,source_asset_id,embedding_model_version,modality,owner_account_id,capture_date
EMB-10384,Loyalty Card Design - Rustic Photo,"This image depicts three logo variations for a coffee shop brand, featuring the primary wordmark, a circular badge version, and a simplified icon lockup, all rendered in warm earth tones suitable for menu boards and loyalty cards. The image asset showcases the brand identity collateral in a clean layout ideal for discovery across digital and print channels. Referenced asset: Loyalty Card Design - Rustic Photo.",BA-008281,clip-vit-base-patch32-v2,image,ACC-5467,2026-02-28
EMB-10385,Quote Graphic Social Proof - Minimal Template,"This graphic-design captures a bird's-eye aerial photograph of a suburban neighborhood taken during daylight hours, showing residential streets and green spaces. Intended for urban planning and real estate overview use. Reference: Quote Graphic Social Proof - Minimal Template.",BA-008281,openai-ada-002-multimodal,graphic-design,ACC-1256,2026-03-02
EMB-10386,Pasta Dish Plated - Dynamic Template,"A graphic-design depicting a scientific infographic about cellular biology, featuring labeled diagrams of cell structures and process flow annotations. Created for educational content and medical publication use. Asset: Pasta Dish Plated - Dynamic Template.",BA-006938,clip-vit-large-patch14-v1,graphic-design,ACC-1412,2025-12-01
EMB-10387,Coffee Cup Close-Up - Warm Illustration,"This graphic-design presents an abstract geometric pattern in muted blue and grey tones, generated as a background texture asset for general design library use. The composition features repeating hexagonal shapes with subtle gradient overlays. Asset title: Coffee Cup Close-Up - Warm Illustration.",BA-002991,clip-vit-base-patch32-v2,graphic-design,ACC-1412,2025-11-27
EMB-10388,Customer Smiling Testimonial - Branded Graphic,"This logo-vector features a loyalty program graphic with loyalty card design elements, QR code placeholder, and brand wordmark, suitable for print and digital loyalty program deployment. Asset reference: Customer Smiling Testimonial - Branded Graphic.",BA-003015,google-multimodal-embed-v1,logo-vector,ACC-2712,2025-11-27
EMB-10389,Promotional Banner - Editorial Collateral,"This image showcases a class schedule poster for a fitness studio, featuring action shots of a fitness class in session with dynamic typography and branded color overlays. Suitable for Instagram story templates and in-studio signage. Asset title: Promotional Banner - Editorial Collateral.",BA-006883,clip-vit-base-patch32-v2,image,ACC-2345,2026-02-01
EMB-10390,Class Schedule Poster - Minimal Template,A video-frame featuring a time-lapse video still of a busy urban intersection with light trails from passing vehicles captured at night. Generic urban lifestyle content for unspecified editorial use. Reference: Class Schedule Poster - Minimal Template.,BA-006883,clip-vit-base-patch32-v2,video-frame,ACC-1001,2025-12-14
EMB-10391,Promotional Banner - Dynamic Badge,"A document-style graphic-design presenting a menu layout with typography hierarchy, food category icons, and brand color palette. The asset supports point-of-sale and digital menu board deployment. Asset: Promotional Banner - Dynamic Badge.",BA-007611,google-multimodal-embed-v1,graphic-design,ACC-4234,2026-01-27
EMB-10392,Email Header Graphic - Editorial Badge,"This document-visual captures an architectural diagram of a commercial building facade, rendered in technical line-art style with dimension annotations and material callouts. Intended for construction project documentation. Reference: Email Header Graphic - Editorial Badge.",BA-008459,clip-vit-large-patch14-v1,document-visual,ACC-1412,2025-12-12
EMB-10393,Promotional Banner - Soft Graphic,"This image depicts three logo variations for a coffee shop brand, featuring the primary wordmark, a circular badge version, and a simplified icon lockup, all rendered in warm earth tones suitable for menu boards and loyalty cards. The logo-vector asset showcases the brand identity collateral in a clean layout ideal for discovery across digital and print channels. Referenced asset: Promotional Banner - Soft Graphic.",BA-008459,clip-vit-large-patch14-v1,logo-vector,ACC-3412,2026-01-01
EMB-10394,Quote Graphic Social Proof - Soft Poster,"A product-focused video-frame featuring an espresso bar setup with branded cups, equipment, and menu board visible in the background, shot for coffee shop marketing and hospitality brand discovery. Asset: Quote Graphic Social Proof - Soft Poster.",BA-008459,openai-ada-002-multimodal,video-frame,ACC-1001,2025-12-29
EMB-10395,Discount Badge Graphic - Product-Focused Badge,"This image captures a bird's-eye aerial photograph of a suburban neighborhood taken during daylight hours, showing residential streets and green spaces. Intended for urban planning and real estate overview use. Reference: Discount Badge Graphic - Product-Focused Badge.",BA-002100,clip-vit-base-patch32-v2,image,ACC-3901,2026-03-01
EMB-10396,Promotional Banner - Saturated Logo Lockup,"A lifestyle document-visual capturing a customer testimonial scene in a coffee shop setting, with warm ambient lighting and branded environmental signage visible in the background. Reference: Promotional Banner - Saturated Logo Lockup.",BA-002100,clip-vit-large-patch14-v1,document-visual,ACC-4234,2026-01-18
EMB-10397,Loyalty Card Design - Clean Collateral,"This graphic-design depicts a customer testimonial quote graphic with a candid customer smiling portrait, overlaid with branded typography and social proof messaging. Designed for Instagram story and promotional banner use. Asset: Loyalty Card Design - Clean Collateral.",BA-006520,google-multimodal-embed-v1,graphic-design,ACC-2712,2025-11-29
EMB-10398,Property Photo Exterior - Dynamic Illustration,"A product-focused image featuring an espresso bar setup with branded cups, equipment, and menu board visible in the background, shot for coffee shop marketing and hospitality brand discovery. Asset: Property Photo Exterior - Dynamic Illustration.",BA-006826,clip-vit-base-patch32-v2,image,ACC-5534,2026-02-06
EMB-10399,Email Header Graphic - Product-Focused Template,"This graphic-design depicts a promotional graphic for a holiday sale event, featuring gift imagery, seasonal typography, and a discount badge overlay for email header and social media use. Asset: Email Header Graphic - Product-Focused Template.",BA-006826,clip-vit-base-patch32-v2,graphic-design,ACC-4534,2026-02-01
EMB-10400,Summer Sale Window Display - Product-Focused Collateral,"This graphic-design presents an abstract geometric pattern in muted blue and grey tones, generated as a background texture asset for general design library use. The composition features repeating hexagonal shapes with subtle gradient overlays. Asset title: Summer Sale Window Display - Product-Focused Collateral.",BA-006826,clip-vit-large-patch14-v1,graphic-design,ACC-3134,2026-01-29
EMB-10401,Spring Collection Lookbook - Dynamic Photo,"This graphic-design features a loyalty program graphic with loyalty card design elements, QR code placeholder, and brand wordmark, suitable for print and digital loyalty program deployment. Asset reference: Spring Collection Lookbook - Dynamic Photo.",BA-008193,clip-vit-large-patch14-v1,graphic-design,ACC-4234,2025-12-20
EMB-10402,Italian Food Spread - Rustic Badge,"A graphic-design logo-vector featuring a spring collection promotional banner with pastel tones, floral motifs, and discount badge elements for e-commerce and email marketing campaigns. Title: Italian Food Spread - Rustic Badge.",BA-001556,clip-vit-base-patch32-v2,logo-vector,ACC-1412,2025-12-04
EMB-10403,Logo Variations Sheet - Saturated Logo Lockup,"A image depicting a restaurant dining scene with Italian food spread, ambient candlelight, and rustic table styling for use in food photography and seasonal campaign collateral. Title: Logo Variations Sheet - Saturated Logo Lockup.",BA-001556,clip-vit-base-patch32-v2,image,ACC-1042,2026-02-17
EMB-10404,Class Schedule Poster - Soft Badge,"A technical illustration graphic-design showing a cross-section diagram of an HVAC system installation, with labeled components and airflow direction arrows. Created for engineering documentation purposes. Reference: Class Schedule Poster - Soft Badge.",BA-002790,clip-vit-base-patch32-v2,graphic-design,ACC-5534,2026-01-03
EMB-10405,Spring Fashion Flatlay - Editorial Banner,"A document-visual depicting a children's book illustration style artwork featuring cartoon animals in a forest setting, rendered in bright primary colors. Created for educational publishing and youth content. Title: Spring Fashion Flatlay - Editorial Banner.",BA-002790,clip-vit-large-patch14-v1,document-visual,ACC-4234,2025-12-13
EMB-10406,Holiday Gift Display - Soft Badge,A logo-vector featuring a time-lapse video still of a busy urban intersection with light trails from passing vehicles captured at night. Generic urban lifestyle content for unspecified editorial use. Reference: Holiday Gift Display - Soft Badge.,BA-002790,elastic-elser-v2-visual,logo-vector,ACC-2712,2026-02-09
EMB-10407,Pasta Dish Plated - Branded Banner,"This image features a loyalty program graphic with loyalty card design elements, QR code placeholder, and brand wordmark, suitable for print and digital loyalty program deployment. Asset reference: Pasta Dish Plated - Branded Banner.",BA-006754,clip-vit-large-patch14-v1,image,ACC-2801,2025-11-25
EMB-10408,Fitness Class Action Shot - Bold Graphic,"A document-style logo-vector presenting a menu layout with typography hierarchy, food category icons, and brand color palette. The asset supports point-of-sale and digital menu board deployment. Asset: Fitness Class Action Shot - Bold Graphic.",BA-006754,clip-vit-large-patch14-v1,logo-vector,ACC-2712,2026-01-27
EMB-10409,Modern Kitchen Interior - Rustic Badge,"A product-focused graphic-design featuring an espresso bar setup with branded cups, equipment, and menu board visible in the background, shot for coffee shop marketing and hospitality brand discovery. Asset: Modern Kitchen Interior - Rustic Badge.",BA-006754,clip-vit-base-patch32-v2,graphic-design,ACC-4234,2026-03-09
EMB-10410,Case Study Visual - Clean Video Still,"This image presents a case study visual with data visualization overlays and branded typography, serving as visual identity collateral for B2B marketing and client presentation decks. Asset reference: Case Study Visual - Clean Video Still.",BA-002169,openai-ada-002-multimodal,image,ACC-1042,2025-12-15
EMB-10411,Italian Food Spread - Vibrant Badge,"A technical illustration graphic-design showing a cross-section diagram of an HVAC system installation, with labeled components and airflow direction arrows. Created for engineering documentation purposes. Reference: Italian Food Spread - Vibrant Badge.",BA-002164,clip-vit-base-patch32-v2,graphic-design,ACC-1334,2025-11-30
