asset_id,asset_title,asset_description,asset_type,content_category,business_vertical,campaign_theme,color_palette_tags,file_format,owner_account_id,is_active,upload_date,reuse_count,aspect_ratio
BA-100250,Home Goods Store Quote Graphic - Brand Evolution,"Designed as a flagship Quote Graphic for Retail & E-commerce brands, this piece integrates brand identity principles with Brand Refresh campaign goals. The pastel-spring palette reinforces seasonal promotion messaging including summer promotion and holiday sale themes. It includes quote graphic overlays, customer testimonial campaign visuals, and loyalty program badge elements. Optimized for Instagram story template dimensions and social media graphic repurposing across platforms.",Quote Graphic,Lifestyle & Editorial,Retail & E-commerce,Brand Refresh,"['pastel-spring', 'deep-burgundy-cream']",JPEG,ACC-1038,True,2026-02-11,10,1:1
BA-100251,Consulting Agency Product Photo - Winter Cozy,This Product Photo represents a draft-stage design asset for Professional Services stakeholders. The rich-chocolate-caramel palette was specified in the creative brief but has not been finalized. It is catalogued under Winter Warmth pending further review by the brand team. Metadata fields are populated for discoverability but content may require revision before use.,Product Photo,Brand Identity,Professional Services,Winter Warmth,"['rich-chocolate-caramel', 'monochrome-black-white', 'bright-citrus-yellow']",JPEG,ACC-1007,True,2026-02-02,4,1:1
BA-100252,Vacation Rental Social Media Graphic - Winter Cozy,This Social Media Graphic represents a draft-stage design asset for Hospitality stakeholders. The electric-neon palette was specified in the creative brief but has not been finalized. It is catalogued under Winter Warmth pending further review by the brand team. Metadata fields are populated for discoverability but content may require revision before use.,Social Media Graphic,Food & Beverage Imagery,Hospitality,Winter Warmth,"['electric-neon', 'rich-chocolate-caramel', 'monochrome-black-white']",JPEG,ACC-1007,True,2025-11-11,7,1:1
BA-100253,Community Shop Menu Board - Summer Refresh,"A versatile Menu Board crafted for General Small Business businesses, this asset anchors the Summer Promotion campaign with a bold navy-gold-premium aesthetic. It encompasses logo variations, loyalty card graphics, and promotional banner formats for both digital and physical signage. Coffee shop signage, modern kitchen imagery, and spring collection themes are woven into the visual identity. The asset supports email marketing, menu board display, and brand refresh initiatives simultaneously.",Menu Board,Email Marketing,General Small Business,Summer Promotion,['navy-gold-premium'],SVG,ACC-1007,False,2025-11-15,28,4:5
BA-100254,Accounting Firm Loyalty Card - Modern Rebrand,"This Loyalty Card asset serves as a foundational piece of brand identity for Professional Services operations running a Brand Refresh initiative. Featuring a pastel-spring color scheme, it is optimized for Instagram story template use and social media graphic deployment. The design incorporates customer testimonial elements, discount badge overlays, and email template header formats. Supports multimodal content types including video clip and product photo integrations for omnichannel campaigns.",Loyalty Card,Lifestyle & Editorial,Professional Services,Brand Refresh,"['pastel-spring', 'navy-gold-premium', 'olive-terracotta']",MP4,ACC-1013,True,2026-01-28,32,1:1
BA-100255,Spa Case Study Layout - Real Stories,A standard Case Study Layout asset catalogued under the Healthcare & Beauty vertical for organizational reference. Color properties follow the forest-green-gold specification noted during the asset intake process. This file was uploaded as part of a batch import and assigned to the Customer Testimonial Campaign campaign grouping. No additional design customization was applied beyond baseline template defaults.,Case Study Layout,Educational Content,Healthcare & Beauty,Customer Testimonial Campaign,"['forest-green-gold', 'sky-blue-white']",PSD,ACC-1043,False,2025-12-17,3,16:9
BA-100256,Vacation Rental Quote Graphic - Back to School,"This Quote Graphic is a core brand identity asset designed for Hospitality businesses, featuring rich-chocolate-caramel color palette. It includes logo variations and menu board layouts optimized for Back to School campaigns. The collateral supports food and beverage signage, loyalty program graphics, and Instagram story templates. Ideal for seasonal promotions including summer promotion and holiday sale contexts across digital and print channels.",Quote Graphic,Business Operations,Hospitality,Back to School,"['rich-chocolate-caramel', 'deep-burgundy-cream', 'vibrant-tropical']",JPEG,ACC-1029,True,2025-12-29,26,9:16
BA-100257,Home Goods Store Flyer - Sustainable Choice,This Flyer represents a draft-stage design asset for Retail & E-commerce stakeholders. The monochrome-black-white palette was specified in the creative brief but has not been finalized. It is catalogued under Sustainability Initiative pending further review by the brand team. Metadata fields are populated for discoverability but content may require revision before use.,Flyer,Product Showcase,Retail & E-commerce,Sustainability Initiative,"['monochrome-black-white', 'vibrant-tropical']",MP4,ACC-1032,True,2025-11-24,8,4:5
BA-100258,Cafe Menu Board - Date Night Special,"This Menu Board asset serves as a foundational piece of brand identity for Food & Beverage operations running a Valentine's Day Special initiative. Featuring a sunset-orange-coral color scheme, it is optimized for Instagram story template use and social media graphic deployment. The design incorporates customer testimonial elements, discount badge overlays, and email template header formats. Supports multimodal content types including video clip and product photo integrations for omnichannel campaigns.",Menu Board,Social Media Content,Food & Beverage,Valentine's Day Special,"['sunset-orange-coral', 'olive-terracotta', 'rich-chocolate-caramel']",SVG,ACC-1040,False,2025-11-22,0,1:1
BA-100259,Fashion Brand Logo - Reviews & Praise,"A polished Logo asset tailored for Fashion & Apparel use cases, aligned with the Customer Testimonial Campaign campaign narrative. The monochrome-black-white color treatment gives this marketing material a distinctive look that supports brand consistency. This promotional graphic works well as campaign collateral across email, web, and print environments. The visual identity elements have been refined to suit both digital-first and physical marketing contexts.",Logo,Product Showcase,Fashion & Apparel,Customer Testimonial Campaign,"['monochrome-black-white', 'electric-neon']",PNG,ACC-1045,True,2026-02-23,8,1:1
BA-100260,Yoga Studio Video Clip - New Year Offer,"A high-impact Video Clip built for Fitness & Wellness marketing, showcasing Italian food and pasta imagery within a cool-blue-silver visual theme. This brand asset supports menu board design, restaurant dining collateral, and promotional banner placements. The asset includes logo variations aligned with the New Year New You campaign and is suited for food and beverage imagery across social media graphic formats. Designed to drive engagement through loyalty program graphics and seasonal campaign messaging.",Video Clip,Brand Identity,Fitness & Wellness,New Year New You,['cool-blue-silver'],PNG,ACC-1030,True,2025-12-02,4,4:5
BA-100261,Bed & Breakfast Loyalty Card - Pasta Night,"A campaign-ready Loyalty Card developed for Hospitality businesses participating in Italian Cuisine Feature initiatives. The warm-earth-tones palette drives visual cohesion across this suite of promotional content and brand materials. This marketing graphic is engineered for multi-channel deployment, from social content to email marketing assets. It reflects current design standards for business signage and digital visual collateral in competitive verticals.",Loyalty Card,Loyalty & Rewards,Hospitality,Italian Cuisine Feature,['warm-earth-tones'],PNG,ACC-1027,True,2026-01-01,1,16:9
