@timestamp,incident_id,cell_id,enodeb_id,severity,incident_type,affected_subscribers,incident.mttd_minutes,incident.mttr_minutes,root_cause,detection_method,noc_team,vendor,region,resolved,resolution_action,incident_description
2025-10-04 00:18:01.404250,INC-00000263,CELL-000095,ENB-00072,Critical,Configuration Error,459,13.708308096971907,61.72237966368236,Hardware Failure,NOC Monitoring,NOC-NE,Ericsson,Southeast,True,"Automated recovery procedure executed, equipment reset applied, monitoring for recurrence","Cell site CELL-000095 experiencing Configuration Error, 459 subscribers impacted, NOC Monitoring detection method"
2025-10-04 01:03:01.404250,INC-00000264,CELL-000061,ENB-00097,High,Configuration Error,1491,34.7209156218135,74.64244218223543,Vendor Issue,NOC Monitoring,NOC-W,Samsung,Pacific,True,"NOC-W performed equipment reset, root cause Vendor Issue mitigated, service normalized","Configuration Error incident (High) affecting Pacific region, Vendor Issue identified, resolved"
2025-10-04 01:48:01.404250,INC-00000265,CELL-000119,ENB-00024,High,Handover Failure,713,3.020325019451342,34.75849189133575,Environmental,ML Anomaly Detection,NOC-SC,Samsung,South Central,True,"Vendor support engaged, parameter optimization implemented, Environmental resolved permanently","Samsung equipment Handover Failure on CELL-000119, 713 users affected, resolved via alarm clearance"
2025-10-04 02:33:01.404250,INC-00000266,CELL-000046,ENB-00150,Low,Handover Failure,1219,4.894661661804763,25.732016327479325,Software Bug,NOC Monitoring,NOC-SW,Ericsson,Great Lakes,True,"Remote configuration rollback performed by NOC-SW, cell service restored after 26 minutes","Handover Failure on cell CELL-000046 affecting 1219 subscribers, Low severity, detected via NOC Monitoring"
2025-10-04 03:18:01.404250,INC-00000267,CELL-000063,ENB-00037,Medium,Capacity Congestion,1245,26.099745458779672,164.94632159595224,Software Bug,NOC Monitoring,NOC-AT,Samsung,Central,True,"On-site technician dispatched, configuration rollback completed, Software Bug addressed","Medium incident: Capacity Congestion in Central, root cause Software Bug, MTTD 26.1min MTTR 164.9min"
2025-10-04 04:03:01.404250,INC-00000268,CELL-000051,ENB-00146,Medium,Transport Issue,176,41.52703162723938,50.02968745422826,Transport Issue,Threshold Alert,NOC-W,Samsung,Northeast,True,"Automated recovery procedure executed, equipment reset applied, monitoring for recurrence","Cell site CELL-000051 experiencing Transport Issue, 176 subscribers impacted, Threshold Alert detection method"
2025-10-04 04:48:01.404250,INC-00000269,CELL-000111,ENB-00028,Medium,Transport Issue,591,27.293901765980706,15.68817848612339,Capacity Limit,ML Anomaly Detection,NOC-SC,Samsung,Pacific,True,"NOC-SC performed traffic rerouting, root cause Capacity Limit mitigated, service normalized","Transport Issue incident (Medium) affecting Pacific region, Capacity Limit identified, resolved"
2025-10-04 05:33:01.404250,INC-00000270,CELL-000098,ENB-00042,High,Equipment Alarm,373,23.506912495074555,62.70731952536433,Transport Issue,NOC Monitoring,NOC-W,Nokia,West,True,"Vendor support engaged, parameter optimization implemented, Transport Issue resolved permanently","Nokia equipment Equipment Alarm on CELL-000098, 373 users affected, resolved via traffic rerouting"
2025-10-04 06:18:01.404250,INC-00000271,CELL-000123,ENB-00010,High,Configuration Error,225,39.43256123231639,224.36029728058907,Hardware Failure,Threshold Alert,NOC-MT,Samsung,Midwest,False,"Incident investigation in progress, resolution pending","Configuration Error on cell CELL-000123 affecting 225 subscribers, High severity, detected via Threshold Alert"
2025-10-04 07:03:01.404250,INC-00000272,CELL-000078,ENB-00003,Medium,Capacity Congestion,1045,7.968051550006921,59.17535800858297,Power Failure,ML Anomaly Detection,NOC-GL,Samsung,Mid-Atlantic,True,"On-site technician dispatched, alarm clearance completed, Power Failure addressed","Medium incident: Capacity Congestion in Mid-Atlantic, root cause Power Failure, MTTD 8.0min MTTR 59.2min"
2025-10-04 07:48:01.404250,INC-00000273,CELL-000042,ENB-00049,Medium,Handover Failure,734,18.758592793638865,48.413011003005074,Software Bug,ML Anomaly Detection,NOC-MA,Nokia,South Central,True,"Automated recovery procedure executed, configuration rollback applied, monitoring for recurrence","Cell site CELL-000042 experiencing Handover Failure, 734 subscribers impacted, ML Anomaly Detection detection method"
2025-10-04 08:33:01.404250,INC-00000274,CELL-000104,ENB-00110,Critical,Equipment Alarm,637,3.730167170991387,77.75297385917688,Transport Issue,ML Anomaly Detection,NOC-AT,Ericsson,Pacific,True,"NOC-AT performed hardware replacement, root cause Transport Issue mitigated, service normalized","Equipment Alarm incident (Critical) affecting Pacific region, Transport Issue identified, resolved"
2025-10-04 09:18:01.404250,INC-00000275,CELL-000035,ENB-00071,Medium,Handover Failure,486,29.209369838211675,153.25791485037962,Power Failure,Threshold Alert,NOC-PA,Samsung,Southwest,True,"Vendor support engaged, equipment reset implemented, Power Failure resolved permanently","Samsung equipment Handover Failure on CELL-000035, 486 users affected, resolved via software patch"
2025-10-04 10:03:01.404250,INC-00000276,CELL-000088,ENB-00088,Medium,Configuration Error,852,13.937518537910673,178.2494650966946,Power Failure,Threshold Alert,NOC-MA,Nokia,Midwest,True,"Remote software patch performed by NOC-MA, cell service restored after 178 minutes","Configuration Error on cell CELL-000088 affecting 852 subscribers, Medium severity, detected via Threshold Alert"
2025-10-04 10:48:01.404250,INC-00000277,CELL-000062,ENB-00095,Medium,Software Bug,1151,29.48552417912402,11.59518937397442,Environmental,ML Anomaly Detection,NOC-MW,Ericsson,Gulf,False,"Incident investigation in progress, resolution pending","Medium incident: Software Bug in Gulf, root cause Environmental, MTTD 29.5min MTTR 11.6min"
2025-10-04 11:33:01.404250,INC-00000278,CELL-000065,ENB-00098,Low,Degraded Performance,1171,22.580033117363524,135.52368545308522,Vendor Issue,Threshold Alert,NOC-W,Samsung,Atlantic,True,"Automated recovery procedure executed, alarm clearance applied, monitoring for recurrence","Cell site CELL-000065 experiencing Degraded Performance, 1171 subscribers impacted, Threshold Alert detection method"
2025-10-04 12:18:01.404250,INC-00000279,CELL-000110,ENB-00041,Medium,Cell Outage,1132,21.614207841399523,31.73963644785166,Environmental,ML Anomaly Detection,NOC-W,Samsung,Great Lakes,True,"NOC-W performed equipment reset, root cause Environmental mitigated, service normalized","Cell Outage incident (Medium) affecting Great Lakes region, Environmental identified, resolved"
2025-10-04 13:03:01.404250,INC-00000280,CELL-000001,ENB-00062,High,Cell Outage,270,23.266218613708027,170.92116322356563,Software Bug,NOC Monitoring,NOC-AT,Nokia,Southwest,True,"Vendor support engaged, configuration rollback implemented, Software Bug resolved permanently","Nokia equipment Cell Outage on CELL-000001, 270 users affected, resolved via hardware replacement"
2025-10-04 13:48:01.404250,INC-00000281,CELL-000110,ENB-00064,Medium,Transport Issue,377,9.769151353134678,187.62209809048437,Environmental,Threshold Alert,NOC-AT,Ericsson,Atlantic,True,"Remote alarm clearance performed by NOC-AT, cell service restored after 188 minutes","Transport Issue on cell CELL-000110 affecting 377 subscribers, Medium severity, detected via Threshold Alert"
2025-10-04 14:33:01.404250,INC-00000282,CELL-000089,ENB-00128,Medium,Handover Failure,486,44.91930134345883,224.24516953488268,Vendor Issue,Automated Health Check,NOC-C,Samsung,West,True,"On-site technician dispatched, traffic rerouting completed, Vendor Issue addressed","Medium incident: Handover Failure in West, root cause Vendor Issue, MTTD 44.9min MTTR 224.2min"
2025-10-04 15:18:01.404250,INC-00000283,CELL-000083,ENB-00122,Medium,Capacity Congestion,1197,8.272114373837136,127.67841204059442,Unknown,Threshold Alert,NOC-GU,Samsung,Pacific,True,"Automated recovery procedure executed, alarm clearance applied, monitoring for recurrence","Cell site CELL-000083 experiencing Capacity Congestion, 1197 subscribers impacted, Threshold Alert detection method"
2025-10-04 16:03:01.404250,INC-00000284,CELL-000135,ENB-00101,Medium,Equipment Alarm,1038,3.899708445568948,111.16637045741942,Configuration Error,ML Anomaly Detection,NOC-GL,Nokia,South Central,False,"Incident investigation in progress, resolution pending","Equipment Alarm incident (Medium) affecting South Central region, Configuration Error identified, ongoing"
2025-10-04 16:48:01.404250,INC-00000285,CELL-000142,ENB-00139,Low,Configuration Error,1142,9.072543518128978,50.36968922013955,Capacity Limit,ML Anomaly Detection,NOC-GU,Ericsson,Southwest,True,"Vendor support engaged, software patch implemented, Capacity Limit resolved permanently","Ericsson equipment Configuration Error on CELL-000142, 1142 users affected, resolved via hardware replacement"
2025-10-04 17:33:01.404250,INC-00000286,CELL-000089,ENB-00049,Medium,Equipment Alarm,1293,43.07103248417936,224.8281093896431,Unknown,Automated Health Check,NOC-W,Samsung,Mid-Atlantic,True,"Remote configuration rollback performed by NOC-W, cell service restored after 225 minutes","Equipment Alarm on cell CELL-000089 affecting 1293 subscribers, Medium severity, detected via Automated Health Check"
2025-10-04 18:18:01.404250,INC-00000287,CELL-000058,ENB-00133,High,Equipment Alarm,1351,17.86110157148892,76.57114754757019,Capacity Limit,Threshold Alert,NOC-SC,Nokia,Great Lakes,True,"On-site technician dispatched, software patch completed, Capacity Limit addressed","High incident: Equipment Alarm in Great Lakes, root cause Capacity Limit, MTTD 17.9min MTTR 76.6min"
2025-10-04 19:03:01.404250,INC-00000288,CELL-000081,ENB-00007,Medium,Handover Failure,903,16.061073151041242,96.59985218459605,Hardware Failure,Threshold Alert,NOC-W,Ericsson,Northeast,False,"Incident investigation in progress, resolution pending","Cell site CELL-000081 experiencing Handover Failure, 903 subscribers impacted, Threshold Alert detection method"
2025-10-04 19:48:01.404250,INC-00000289,CELL-000099,ENB-00001,High,Capacity Congestion,237,39.14650070744202,202.567041511157,Capacity Limit,ML Anomaly Detection,NOC-SW,Nokia,Northwest,True,"NOC-SW performed parameter optimization, root cause Capacity Limit mitigated, service normalized","Capacity Congestion incident (High) affecting Northwest region, Capacity Limit identified, resolved"
2025-10-04 20:33:01.404250,INC-00000290,CELL-000093,ENB-00039,Medium,Software Bug,782,31.815904077565584,96.48892936118817,Unknown,NOC Monitoring,NOC-NW,Samsung,Mountain,True,"Vendor support engaged, software patch implemented, Unknown resolved permanently","Samsung equipment Software Bug on CELL-000093, 782 users affected, resolved via parameter optimization"
2025-10-04 21:18:01.404250,INC-00000291,CELL-000027,ENB-00137,High,Equipment Alarm,1190,9.644276437663153,15.214952201956912,Power Failure,NOC Monitoring,NOC-AT,Ericsson,Atlantic,True,"Remote parameter optimization performed by NOC-AT, cell service restored after 15 minutes","Equipment Alarm on cell CELL-000027 affecting 1190 subscribers, High severity, detected via NOC Monitoring"
2025-10-04 22:03:01.404250,INC-00000292,CELL-000135,ENB-00031,Low,Software Bug,1105,28.88469120358955,124.62163348383443,Transport Issue,Subscriber Complaint,NOC-GU,Nokia,Southeast,True,"On-site technician dispatched, capacity upgrade completed, Transport Issue addressed","Low incident: Software Bug in Southeast, root cause Transport Issue, MTTD 28.9min MTTR 124.6min"
2025-10-04 22:48:01.404250,INC-00000293,CELL-000068,ENB-00143,Medium,Software Bug,1403,19.061017759918588,108.97120557811195,Software Bug,NOC Monitoring,NOC-SC,Ericsson,North Central,False,"Incident investigation in progress, resolution pending","Cell site CELL-000068 experiencing Software Bug, 1403 subscribers impacted, NOC Monitoring detection method"
2025-10-04 23:33:01.404250,INC-00000294,CELL-000045,ENB-00053,Medium,Configuration Error,734,36.73225129590314,81.76068222878546,Power Failure,Vendor Alarm,NOC-SE,Samsung,Central,True,"NOC-SE performed hardware replacement, root cause Power Failure mitigated, service normalized","Configuration Error incident (Medium) affecting Central region, Power Failure identified, resolved"
2025-10-05 00:18:01.404250,INC-00000295,CELL-000115,ENB-00129,Medium,Capacity Congestion,988,10.247494568979732,60.110783134943254,Software Bug,Threshold Alert,NOC-GL,Nokia,Pacific,False,"Incident investigation in progress, resolution pending","Nokia equipment Capacity Congestion on CELL-000115, 988 users affected, resolved via hardware replacement"
2025-10-05 01:03:01.404250,INC-00000296,CELL-000104,ENB-00121,High,Software Bug,805,30.165002362723747,216.27813213241444,Vendor Issue,NOC Monitoring,NOC-SC,Samsung,Midwest,True,"Remote capacity upgrade performed by NOC-SC, cell service restored after 216 minutes","Software Bug on cell CELL-000104 affecting 805 subscribers, High severity, detected via NOC Monitoring"
2025-10-05 01:48:01.404250,INC-00000297,CELL-000011,ENB-00037,High,Cell Outage,1451,31.195798008229595,144.61133428303054,Power Failure,NOC Monitoring,NOC-W,Nokia,Atlantic,True,"On-site technician dispatched, software patch completed, Power Failure addressed","High incident: Cell Outage in Atlantic, root cause Power Failure, MTTD 31.2min MTTR 144.6min"
2025-10-05 02:33:01.404250,INC-00000298,CELL-000078,ENB-00149,Medium,Capacity Congestion,650,27.800922079332285,157.5817517408961,Capacity Limit,Threshold Alert,NOC-SE,Ericsson,Mid-Atlantic,True,"Automated recovery procedure executed, capacity upgrade applied, monitoring for recurrence","Cell site CELL-000078 experiencing Capacity Congestion, 650 subscribers impacted, Threshold Alert detection method"
2025-10-05 03:18:01.404250,INC-00000299,CELL-000026,ENB-00119,Medium,Software Bug,1452,34.49149344923589,149.31158688778265,Hardware Failure,Subscriber Complaint,NOC-PA,Samsung,Atlantic,False,"Incident investigation in progress, resolution pending","Software Bug incident (Medium) affecting Atlantic region, Hardware Failure identified, ongoing"
2025-10-05 04:03:01.404250,INC-00000300,CELL-000149,ENB-00147,Medium,Software Bug,188,3.960853526367211,71.16272413693584,Environmental,Threshold Alert,NOC-NE,Samsung,South Central,True,"Vendor support engaged, parameter optimization implemented, Environmental resolved permanently","Samsung equipment Software Bug on CELL-000149, 188 users affected, resolved via equipment reset"
2025-10-05 04:48:01.404250,INC-00000301,CELL-000102,ENB-00005,Low,Equipment Alarm,759,4.754389895406417,204.42617874692715,Unknown,Threshold Alert,NOC-AT,Ericsson,Northwest,True,"Remote configuration rollback performed by NOC-AT, cell service restored after 204 minutes","Equipment Alarm on cell CELL-000102 affecting 759 subscribers, Low severity, detected via Threshold Alert"
2025-10-05 05:33:01.404250,INC-00000302,CELL-000013,ENB-00008,Low,Configuration Error,384,27.06709999542238,191.91573671584544,Environmental,ML Anomaly Detection,NOC-MW,Samsung,Pacific,True,"On-site technician dispatched, traffic rerouting completed, Environmental addressed","Low incident: Configuration Error in Pacific, root cause Environmental, MTTD 27.1min MTTR 191.9min"
