experiment_id,experiment_name,retrieval_strategy,embedding_model,query_template,test_query,precision_at_5,recall_at_10,mrr_score,latency_ms,experiment_date,engineer_notes,deployed_to_production
EXP000562,Experiment 562 - multi_step,hybrid,gte-large,Template 15,Locate product demonstration videos from last quarter,0.455,0.694,0.755,848,2025-10-04 00:05:07.853910,Testing accuracy improvements,False
EXP000563,Experiment 563 - semantic,filtered,text-embedding-ada-002,Template 31,Locate product demonstration videos from last quarter,0.919,0.628,0.55,2073,2025-10-04 01:05:07.853910,Testing performance improvements,False
EXP000564,Experiment 564 - multi_step,keyword,all-MiniLM-L6-v2,Template 23,Search for brand-compliant social media templates,0.821,0.796,0.58,2855,2025-10-04 02:05:07.853910,Testing performance improvements,True
EXP000565,Experiment 565 - composed,filtered,text-embedding-ada-002,Template 34,Locate product demonstration videos from last quarter,0.632,0.797,0.592,533,2025-10-04 03:05:07.853910,Testing latency improvements,False
EXP000566,Experiment 566 - semantic,filtered,bge-large-en,Template 40,Search for campaign assets tagged with sustainability,0.646,0.456,0.614,569,2025-10-04 04:05:07.853910,Testing latency improvements,True
EXP000567,Experiment 567 - semantic,filtered,instructor-xl,Template 30,Search for campaign assets tagged with sustainability,0.311,0.784,0.897,647,2025-10-04 05:05:07.853910,Testing accuracy improvements,True
EXP000568,Experiment 568 - filtered,multi_step,instructor-xl,Template 32,Find marketing assets for Q4 campaign with high engagement metrics,0.664,0.847,0.513,1935,2025-10-04 06:05:07.853910,Testing relevance improvements,False
EXP000569,Experiment 569 - hybrid,filtered,bge-large-en,Template 29,Locate product demonstration videos from last quarter,0.522,0.436,0.824,1691,2025-10-04 07:05:07.853910,Testing accuracy improvements,False
EXP000570,Experiment 570 - multi_step,multi_step,all-MiniLM-L6-v2,Template 32,Search for brand-compliant social media templates,0.864,0.578,0.697,2059,2025-10-04 08:05:07.853910,Testing accuracy improvements,True
EXP000571,Experiment 571 - composed,hybrid,gte-large,Template 22,Search for campaign assets tagged with sustainability,0.892,0.646,0.65,1430,2025-10-04 09:05:07.853910,Testing latency improvements,False
EXP000572,Experiment 572 - hybrid,semantic,gte-large,Template 6,Find marketing assets for Q4 campaign with high engagement metrics,0.595,0.809,0.759,276,2025-10-04 10:05:07.853910,Testing performance improvements,True
EXP000573,Experiment 573 - semantic,multi_step,bge-large-en,Template 7,Find marketing assets for Q4 campaign with high engagement metrics,0.638,0.45,0.757,937,2025-10-04 11:05:07.853910,Testing accuracy improvements,False
EXP000574,Experiment 574 - multi_step,multi_step,bge-large-en,Template 24,Search for campaign assets tagged with sustainability,0.322,0.468,0.831,1608,2025-10-04 12:05:07.853910,Testing accuracy improvements,False
EXP000575,Experiment 575 - semantic,multi_step,instructor-xl,Template 36,Locate product demonstration videos from last quarter,0.507,0.565,0.758,940,2025-10-04 13:05:07.853910,Testing latency improvements,False
EXP000576,Experiment 576 - hybrid,composed,gte-large,Template 40,Search for campaign assets tagged with sustainability,0.393,0.457,0.911,424,2025-10-04 14:05:07.853910,Testing accuracy improvements,True
EXP000577,Experiment 577 - composed,composed,bge-large-en,Template 31,Locate product demonstration videos from last quarter,0.318,0.432,0.933,1992,2025-10-04 15:05:07.853910,Testing accuracy improvements,False
EXP000578,Experiment 578 - hybrid,keyword,e5-large-v2,Template 19,Find approved logos suitable for digital and print use,0.947,0.457,0.594,2104,2025-10-04 16:05:07.853910,Testing performance improvements,True
EXP000579,Experiment 579 - keyword,keyword,gte-large,Template 9,Search for campaign assets tagged with sustainability,0.429,0.402,0.54,219,2025-10-04 17:05:07.853910,Testing relevance improvements,False
EXP000580,Experiment 580 - multi_step,filtered,bge-large-en,Template 16,Find marketing assets for Q4 campaign with high engagement metrics,0.365,0.484,0.651,2184,2025-10-04 18:05:07.853910,Testing performance improvements,False
EXP000581,Experiment 581 - multi_step,composed,instructor-xl,Template 17,Find approved logos suitable for digital and print use,0.499,0.794,0.795,596,2025-10-04 19:05:07.853910,Testing relevance improvements,True
EXP000582,Experiment 582 - multi_step,multi_step,bge-large-en,Template 34,Find approved logos suitable for digital and print use,0.761,0.827,0.742,443,2025-10-04 20:05:07.853910,Testing accuracy improvements,True
EXP000583,Experiment 583 - multi_step,composed,text-embedding-ada-002,Template 33,Find marketing assets for Q4 campaign with high engagement metrics,0.685,0.748,0.549,2966,2025-10-04 21:05:07.853910,Testing latency improvements,False
EXP000584,Experiment 584 - keyword,filtered,gte-large,Template 20,Find approved logos suitable for digital and print use,0.504,0.485,0.855,853,2025-10-04 22:05:07.853910,Testing performance improvements,False
EXP000585,Experiment 585 - keyword,filtered,e5-large-v2,Template 26,Search for campaign assets tagged with sustainability,0.553,0.609,0.799,908,2025-10-04 23:05:07.853910,Testing latency improvements,False
EXP000586,Experiment 586 - hybrid,keyword,instructor-xl,Template 22,Find marketing assets for Q4 campaign with high engagement metrics,0.589,0.766,0.575,2200,2025-10-05 00:05:07.853910,Testing relevance improvements,False
EXP000587,Experiment 587 - composed,hybrid,text-embedding-ada-002,Template 5,Find approved logos suitable for digital and print use,0.796,0.535,0.727,242,2025-10-05 01:05:07.853910,Testing latency improvements,False
EXP000588,Experiment 588 - semantic,filtered,text-embedding-ada-002,Template 5,Find approved logos suitable for digital and print use,0.638,0.779,0.781,1876,2025-10-05 02:05:07.853910,Testing relevance improvements,False
EXP000589,Experiment 589 - filtered,semantic,text-embedding-ada-002,Template 21,Find marketing assets for Q4 campaign with high engagement metrics,0.807,0.686,0.732,578,2025-10-05 03:05:07.853910,Testing accuracy improvements,False
EXP000590,Experiment 590 - semantic,filtered,instructor-xl,Template 34,Search for brand-compliant social media templates,0.575,0.732,0.918,2822,2025-10-05 04:05:07.853910,Testing performance improvements,True
EXP000591,Experiment 591 - filtered,filtered,all-MiniLM-L6-v2,Template 19,Find approved logos suitable for digital and print use,0.947,0.816,0.642,709,2025-10-05 05:05:07.853910,Testing performance improvements,False
EXP000592,Experiment 592 - filtered,hybrid,instructor-xl,Template 22,Find approved logos suitable for digital and print use,0.736,0.75,0.635,346,2025-10-05 06:05:07.853910,Testing performance improvements,False
EXP000593,Experiment 593 - hybrid,keyword,bge-large-en,Template 39,Find marketing assets for Q4 campaign with high engagement metrics,0.505,0.433,0.777,2358,2025-10-05 07:05:07.853910,Testing accuracy improvements,True
EXP000594,Experiment 594 - multi_step,multi_step,e5-large-v2,Template 12,Locate product demonstration videos from last quarter,0.507,0.421,0.722,325,2025-10-05 08:05:07.853910,Testing accuracy improvements,False
EXP000595,Experiment 595 - keyword,composed,e5-large-v2,Template 10,Search for campaign assets tagged with sustainability,0.875,0.749,0.608,1328,2025-10-05 09:05:07.853910,Testing latency improvements,False
EXP000596,Experiment 596 - filtered,hybrid,bge-large-en,Template 9,Search for campaign assets tagged with sustainability,0.751,0.631,0.608,365,2025-10-05 10:05:07.853910,Testing latency improvements,False
EXP000597,Experiment 597 - hybrid,hybrid,bge-large-en,Template 19,Search for campaign assets tagged with sustainability,0.512,0.576,0.723,105,2025-10-05 11:05:07.853910,Testing relevance improvements,True
EXP000598,Experiment 598 - keyword,keyword,text-embedding-ada-002,Template 32,Search for brand-compliant social media templates,0.877,0.407,0.541,409,2025-10-05 12:05:07.853910,Testing performance improvements,False
EXP000599,Experiment 599 - keyword,multi_step,gte-large,Template 10,Find marketing assets for Q4 campaign with high engagement metrics,0.461,0.578,0.694,1145,2025-10-05 13:05:07.853910,Testing performance improvements,False
EXP000600,Experiment 600 - filtered,hybrid,instructor-xl,Template 39,Locate product demonstration videos from last quarter,0.707,0.631,0.916,2066,2025-10-05 14:05:07.853910,Testing performance improvements,False
EXP000601,Experiment 601 - composed,composed,bge-large-en,Template 20,Find marketing assets for Q4 campaign with high engagement metrics,0.873,0.776,0.633,2788,2025-10-05 15:05:07.853910,Testing performance improvements,False
EXP000602,Experiment 602 - multi_step,semantic,text-embedding-ada-002,Template 28,Locate product demonstration videos from last quarter,0.417,0.818,0.726,2734,2025-10-05 16:05:07.853910,Testing accuracy improvements,False
EXP000603,Experiment 603 - composed,composed,all-MiniLM-L6-v2,Template 35,Find approved logos suitable for digital and print use,0.734,0.716,0.534,2435,2025-10-05 17:05:07.853910,Testing performance improvements,False
EXP000604,Experiment 604 - hybrid,multi_step,gte-large,Template 10,Search for brand-compliant social media templates,0.517,0.89,0.831,1846,2025-10-05 18:05:07.853910,Testing accuracy improvements,True
EXP000605,Experiment 605 - filtered,keyword,gte-large,Template 36,Find marketing assets for Q4 campaign with high engagement metrics,0.671,0.596,0.809,2486,2025-10-05 19:05:07.853910,Testing accuracy improvements,True
EXP000606,Experiment 606 - multi_step,composed,gte-large,Template 37,Locate product demonstration videos from last quarter,0.854,0.505,0.722,659,2025-10-05 20:05:07.853910,Testing latency improvements,False
EXP000607,Experiment 607 - filtered,keyword,text-embedding-ada-002,Template 19,Search for campaign assets tagged with sustainability,0.682,0.629,0.689,628,2025-10-05 21:05:07.853910,Testing relevance improvements,True
EXP000608,Experiment 608 - composed,hybrid,e5-large-v2,Template 34,Search for campaign assets tagged with sustainability,0.937,0.64,0.734,2847,2025-10-05 22:05:07.853910,Testing relevance improvements,False
EXP000609,Experiment 609 - keyword,hybrid,bge-large-en,Template 1,Find marketing assets for Q4 campaign with high engagement metrics,0.401,0.642,0.597,1964,2025-10-05 23:05:07.853910,Testing latency improvements,True
EXP000610,Experiment 610 - keyword,hybrid,text-embedding-ada-002,Template 17,Search for campaign assets tagged with sustainability,0.925,0.822,0.884,2523,2025-10-06 00:05:07.853910,Testing accuracy improvements,False
EXP000611,Experiment 611 - filtered,filtered,instructor-xl,Template 9,Search for brand-compliant social media templates,0.578,0.508,0.543,2414,2025-10-06 01:05:07.853910,Testing accuracy improvements,False
EXP000612,Experiment 612 - hybrid,keyword,gte-large,Template 5,Locate product demonstration videos from last quarter,0.518,0.82,0.729,928,2025-10-06 02:05:07.853910,Testing latency improvements,False
EXP000613,Experiment 613 - filtered,composed,text-embedding-ada-002,Template 39,Find approved logos suitable for digital and print use,0.75,0.631,0.764,2842,2025-10-06 03:05:07.853910,Testing accuracy improvements,False
EXP000614,Experiment 614 - keyword,keyword,text-embedding-ada-002,Template 3,Find marketing assets for Q4 campaign with high engagement metrics,0.72,0.665,0.98,1899,2025-10-06 04:05:07.853910,Testing accuracy improvements,False
EXP000615,Experiment 615 - semantic,semantic,bge-large-en,Template 8,Locate product demonstration videos from last quarter,0.532,0.441,0.979,2799,2025-10-06 05:05:07.853910,Testing latency improvements,False
EXP000616,Experiment 616 - semantic,composed,gte-large,Template 22,Locate product demonstration videos from last quarter,0.59,0.613,0.735,1356,2025-10-06 06:05:07.853910,Testing performance improvements,False
EXP000617,Experiment 617 - hybrid,hybrid,bge-large-en,Template 2,Locate product demonstration videos from last quarter,0.711,0.619,0.785,1283,2025-10-06 07:05:07.853910,Testing latency improvements,False
EXP000618,Experiment 618 - multi_step,filtered,bge-large-en,Template 2,Search for campaign assets tagged with sustainability,0.809,0.711,0.836,316,2025-10-06 08:05:07.853910,Testing relevance improvements,False
EXP000619,Experiment 619 - composed,multi_step,bge-large-en,Template 30,Search for brand-compliant social media templates,0.467,0.631,0.534,2224,2025-10-06 09:05:07.853910,Testing performance improvements,False
EXP000620,Experiment 620 - composed,hybrid,gte-large,Template 24,Locate product demonstration videos from last quarter,0.557,0.774,0.741,2789,2025-10-06 10:05:07.853910,Testing relevance improvements,False
EXP000621,Experiment 621 - hybrid,filtered,all-MiniLM-L6-v2,Template 26,Search for campaign assets tagged with sustainability,0.611,0.846,0.674,1420,2025-10-06 11:05:07.853910,Testing accuracy improvements,False
EXP000622,Experiment 622 - composed,filtered,instructor-xl,Template 38,Search for brand-compliant social media templates,0.63,0.647,0.63,1730,2025-10-06 12:05:07.853910,Testing performance improvements,True
EXP000623,Experiment 623 - hybrid,hybrid,gte-large,Template 12,Find marketing assets for Q4 campaign with high engagement metrics,0.522,0.612,0.895,2117,2025-10-06 13:05:07.853910,Testing accuracy improvements,False
EXP000624,Experiment 624 - filtered,multi_step,all-MiniLM-L6-v2,Template 2,Search for campaign assets tagged with sustainability,0.621,0.8,0.642,2874,2025-10-06 14:05:07.853910,Testing relevance improvements,True
EXP000625,Experiment 625 - keyword,hybrid,gte-large,Template 40,Find marketing assets for Q4 campaign with high engagement metrics,0.723,0.671,0.626,1340,2025-10-06 15:05:07.853910,Testing latency improvements,False
EXP000626,Experiment 626 - hybrid,filtered,gte-large,Template 18,Find approved logos suitable for digital and print use,0.758,0.648,0.57,466,2025-10-06 16:05:07.853910,Testing relevance improvements,True
EXP000627,Experiment 627 - semantic,composed,bge-large-en,Template 8,Search for campaign assets tagged with sustainability,0.881,0.488,0.548,2859,2025-10-06 17:05:07.853910,Testing performance improvements,True
EXP000628,Experiment 628 - multi_step,semantic,e5-large-v2,Template 22,Locate product demonstration videos from last quarter,0.48,0.879,0.794,1629,2025-10-06 18:05:07.853910,Testing latency improvements,True
